AAA — Анаа, Французская Полинезия, Анаа
PSZ — Puerto Suarez, Боливия, Puerto Suarez
PTA — Port Alsworth, США, Port Alsworth
PTB — Municipal, США, Петерсбург
PTC — Port Alice, США, Port Alice
PTD — Port Alexander, США, Port Alexander
PTE — Порт Стефенс, Австралия, Порт Стефенс
PTF — Малололайлай, Фиджи, Малололайлай
PTG — Polokwane, ЮАР, Polokwane
PTH — Port Heiden, США, Port Heiden
PTI — Порт Дуглас, Австралия, Порт Дуглас
PTJ — Портланд, Австралия, Портланд
PTK — Pontiac, США, Pontiac
PTL — Port Armstrong, США, Порт Армстронг
PTM — Палмарито, Венесуэла, Палмарито
PTN — Williams Memorial, США, Patterson
PTO — Municipal, Бразилия, Pato Branco
PTP — Le Raizet, Гваделупа, Pointe-a-pitre
PTQ — Porto de Moz, Бразилия, Porto de Moz
PTR — Pleasant Harbour, США, Pleasant Harbour
PTS — Municipal, США, Pittsburg
PTT — Pratt, США, Pratt
PTU — Platinum, США, Platinum
PTV — Porterville, США, Porterville
PTW — Pottstown/Limerick, США, Pottstown
PTX — Питалито, Колумбия, Питалито
PTY — Tocumen International, Панама, Панама Сити
PTZ — Пастаца, Эквадор, Пастаца
PUA — Пуас, Папуа — Новая Гвинея, Пуас
PUB — Memorial, США, Pueblo
PUC — Carbon County, США, Price
PUD — Пуэрто-Десеадо, Аргентина, Пуэрто-Десеадо
PUE — Пуэрто-Обалдиа, Панама, Пуэрто-Обалдиа
PUF — Pau-Pyrйnйes, Франция, По
PUG — Порт Огаста, Австралия, Порт Огаста
PUH — Пошутла, Мексика, Пошутла
PUI — Pureni, Папуа — Новая Гвинея, Pureni
PUJ — Punta Cana International, Доминиканская Республика, Higuey
PUK — Pukarua, Французская Полинезия, Pukarua
PUL — Poulsbo, США, Poulsbo
PUM — Pomala, Индонезия, Pomala
PUN — Пуниа, Демократическая республика Конго, Пуниа
PUO — Prudhoe Bay, США, Prudhoe Bay
PUP — Po, Буркина-Фасо, По
PUQ — Pres Ibanez, Чили, Пунта Аренас
PUR — Пуэрто Рико, Боливия, Пуэрто Рико
PUS — Gimhae, Южная Корея, Busan
PUT — Puttaprathe, Индия, Путтапартхи
PUU — Пуэрто-Асис, Колумбия, Пуэрто-Асис
PUV — Poum, Новая Каледония, Poum
PUW — Pullman-Moscow Regional Airport, США, Pullman
PUX — Пуэрто Варас, Чили, Пуэрто Варас
PUY — Пула, Хорватия, Пула
PUZ — Пуэрто-Кабесас, Никарагуа, Пуэрто-Кабесас
PVA — Провиденсиа, Колумбия, Провиденсиа
PVC — Provincetown, США, Provincetown
PVD — T. F. Green Airport, США, Провиденс
PVE — Эль-Порвенир, Панама, Эль-Порвенир
PVF — Placerville, США, Placerville
PVG — Pu Dong, Китай, Шанхай
PVH — Governador Jorge Teixeira, Бразилия, Porto Velho
PVI — Paranavaн, Бразилия, Paranavai
PVK — Aktion, Греция, Превеза-Лефка
PVN — Плевен, Болгария, Плевен
PVO — Reales Tamarindos, Эквадор, Портовьехо
PVR — Licenciado Gustavo Dнaz Ordaz International, Мексика, Пуэрто Ваярта
PVS — Бухта Проведения, Россия, Бухта Провидения
PVU — Provo, США, Provo
PVW — Hale County, США, Plainview
PVX — Проведения, Россия, Бухта Провидения
PVY — Pope Vanoy, США, Pope Vanoy
PVZ — Casement, США, Painesville
PWA — Wiley Post, США, Оклахома Сити
PWD — Sherwood, США, Plentywood
PWE — Певек, Россия, Певек
PWI — Beles, Эфиопия, Pawi
PWK — Pal-Waukee, США, Чикаго
PWL — Purwokerto, Индонезия, Purwokerto
PWM — Intl Jetport, США, Портланд
PWN — Питтс-Таун, Теркс и Кайкос, Питтс-Таун
PWO — Пуэто, Демократическая республика Конго, Пуэто
PWQ — Павлодар, Казахстан, Павлодар
PWR — Port Walter, США, Port Walter
PWT — Bremerton, США, Bremerton
PXL — Polacca, США, Polacca
PXM — Пуэрто Эскондидо, Мексика, Пуэрто Эскондидо
PXO — Порто Санто, Португалия, Порто Санто
PXR — Сурин, Таиланд, Сурин
PXS — Puerto De Santa Maria, Испания, Puerto De Santa Maria
PXU — Плейку, Вьетнам, Плейку
PYA — Пуэрто-Бояка, Колумбия, Пуэрто-Бояка
PYB — Джейпор, Индия, Джейпор
PYC — Плейкон-Чико, Панама, Плейкон-Чико
PYE — Пенрин-Айленд, Острова Кука, Пенрин-Айленд
PYH — Пуэрто-Аякучо, Венесуэла, Пуэрто-Аякучо
PYJ — Полярный, Россия, Полярный
PYL — Perry SPB, США, Perry Island
PYM — Plymouth, США, Plymouth
PYN — Пайан, Колумбия, Пайан
PYO — Путумайо, Эквадор, Путумайо
PYR — Andravida, Греция, Пиргос
PYV — Явиза, Панама, Явиза
PYX — Паттая, Таиланд, Паттайя
PZA — Casanare, Колумбия, Paz De Ariporo
PZB — Pietermaritzburg Oribi, ЮАР, Питермарицбург
PZE — Penzance, Великобритания, Penzance
PZH — Зхоб, Пакистан, Зхоб
PZI — Pan Zhi Hua Bao AnYing, Китай, Pan Zhi Hua
PZK — Puka Puka Is/Attol, Эстония, Puka Puka Is/Attol
PZL — Zulu Inyala, ЮАР, Phinda
PZO — Пуэрто Ордас, Венесуэла, Пуэрто Ордас
PZU — Порт-Судан, Судан, Порт-Судан
PZY — Пьестаны, Словакия, Пиестани
QAW — Ft Mcclellan Bus Trml, США, Anniston
QBC — Bella Coola, Канада, Bella Coola, BC
QBF — Vail Van Service, США, Vail/Eagle
QCE — Van Service, Франция, Copper Mountain
QCU — Heliport, Гренландия, Akunnaaq
QDM — Shek Mum, Гонконг, Shek Mum
QDU — Station, Германия, Дюссельдорф
QFI — Heliport, Гренландия, Iginniarfik
QFK — Harbour, Норвегия, Selje
QFQ — Harbour, Норвегия, Мелой
QGQ — Heliport, Гренландия, Attu
QGV — Neu Isenburg, Германия, Франкфурт-на-Майне
QHU — Husum, Германия, Husum
QJE — Heliport, Гренландия, Kitsissuarsuit
QJI — Heliport, Гренландия, Ikamiut
QJV — Limousine Service, Дания, Skagen Z7
QKB — Van Service, ЮАР, Breckenridge
QKS — Van Service, США, Keystone
QLX — Лаутерах, Австрия, Лаутерах
QMK — Heliport, Гренландия, Niaqornaarsuk
QMM — Марина Ди Масса, Италия, Марина Ди Масса
QMQ — Murzuq, Ливия, Murzuq
QMV — Montvale, Франция, Montvale
QNY — Marine Air Terminal, Колумбия, Нью-Йорк
QPG — Paya Lebar, Сингапур, Сингапур
QPW — Heliport, Гренландия, Kangaatsiaq
QQS — London St. Pancras, Великобритания, Britrail Rail Zone S
QQW — London-Waterloo, Великобритания, Лондон
QRA — Rand/Germiston, ЮАР, Йоханнесбург
QRO — Керетаро, Мексика, Керетаро
QRW — Warri, Нигерия, Warri
QRY — Heliport, Канада, Ikerasaarsuk
QSF — Setif, Алжир, Setif
QSG — Сондерборг, Дания, Сондерборг
QUB — Ubari, Ливия, Ubari
QUF — Pirita Harbour, Эстония, Таллинн
QUP — Heliport, Гренландия, Saqqaq
QVL — Victoria Island, Нигерия, Victoria Island
QWF — Fort Collins Bus Servi, Гаити, Fort Collins/Loveland
QWG — Wilgrove Air Park, Гаити, Шарлотт
QWP — Van Service, Бенин, Winter Park
QYW — Vieux Port, Франция, Канны
RAA — Раканда, Папуа — Новая Гвинея, Раканда
RAB — Tokua, Папуа — Новая Гвинея, Рабаул
RAC — Horlick, США, Рацине
RAD — Road Town, Британские Виргинские острова, Tortola
RAE — Арар, Саудовская Аравия, Арар
RAG — Raglan, Новая Зеландия, Raglan
RAH — Рафха, Саудовская Аравия, Рафха
RAI — Francisco Mendes, Кабо-Верде, Praia
RAJ — Civil, Индия, Раджкот
RAK — Menara, Марокко, Марракеш
RAL — Riverside Municipal, США, Riverside
RAM — Ramingining, Австралия, Ramingining
RAN — La Spreta, Италия, Равенна
RAO — Leite Lopes, Бразилия, Ribeirao Preto
RAP — Regional, США, Рапид Сити
RAQ — Sugimanuru, Индонезия, Раха
RAR — Rarotonga, Острова Кука, Rarotonga
RAS — Рашт, Иран, Рашт
RAT — Радужный, Россия, Радужный
RAU — Рангпур, Бангладеш, Рангпур
RAV — Краво-Норте, Колумбия, Краво-Норте
RAW — Арава, Папуа — Новая Гвинея, Арава
RAX — Орам, Папуа — Новая Гвинея, Орам
RAY — Heliport, Великобритания, Ротсей
RAZ — Равала-Кот, Пакистан, Равала-Кот
RBA — Сейл, Марокко, Рабат
RBB — Борба, Бразилия, Борба
RBC — Robinvale, Австралия, Robinvale
RBD — Redbird, США, Даллас
RBE — Ratanakiri, Камбоджа, Ratanakiri
RBF — Big Bear City Arpt, США, Big Bear
RBG — Municipal, США, Розбург
RBH — Brooks Lodge, США, Brooks Lodge
RBI — Раби, Фиджи, Раби
RBJ — Ребун, Япония, Ребун
RBK — French Valley, Боливия, Ранчо
RBL — Red Bluff Fss, США, Red Bluff
RBM — Wallmuhle, Германия, Straubing
RBN — Fort Jefferson, Гаити, Fort Jefferson
RBO — Роборе, Боливия, Роборе
RBP — Рабараба, Папуа — Новая Гвинея, Рабараба
RBQ — Рурренабак, Боливия, Рурренабак
RBR — Pres. Medici, Бразилия, Rio Branco
RBS — Orbost, Австралия, Orbost
RBT — Марсабит, Кения, Марсабит
RBU — Roebourne, Австралия, Roebourne
RBV — Ramata, Соломоновы острова, Рамата
RBW — Municipal, США, Walterboro
RBY — Ruby, США, Ruby
RCA — Ellsworth Afb, США, Рапид Сити
RCB — Ричардс-Бей, ЮАР, Ричардс-Бей
RCE — Roche Harbor, США, Roche Harbor
RCH — Риохача, Колумбия, Риохача
RCK — Coffield, США, Rockdale
RCL — Редклифф, Вануату, Редклифф
RCM — Ричмонд, Австралия, Ричмонд
RCN — American River, Австралия, American River
RCO — Saint Agnant, Франция, Рошфор
RCP — Cinder River, Ангола, Cinder River
RCQ — Реконкиста, Аргентина, Реконкиста
RCR — Fulton County, США, Рочестер
RCS — Рочестер, Великобритания, Рочестер
RCT — Miller Field, США, Reed City
RCU — Rio Cuarto, Аргентина, Rio Cuarto
RCY — Рум-Кэй, Багамские острова, Рум-Кэй
RDA — Rockhampton Downs, Австралия, Rockhampton Downs
RDB — Red Dog, США, Red Dog
RDC — Реденкао, Бразилия, Реденкао
